% Model,Untitled.mph
% Version,COMSOL 6.1.0.346
% Date,"May 31 2024, 12:31"
% Dimension,2
% Nodes,2105
% Expressions,3
% Description,"Logarithmic strain tensor, xx-component, Logarithmic strain tensor, xy-component, Logarithmic strain tensor, yy-component"
% Length unit,mm
% X,Y,solid.elogxx (1),solid.elogxy (1),solid.elogyy (1)
-2.1077606546283008,-2.3409068804206794,-0.004759927379088011,0.001827131208830997,0.010218945362516578
-2.2140625701239665,-2.682647979287691,-0.004333181891346604,0.0016850719600706504,0.009578840350491311
-1.8515227276225859,-2.548404125937842,-0.004515908784700993,2.743805309942782E-4,0.009347334278553549
-1.9179506131754063,-2.895359796427913,-0.003944204279015782,3.213334577444039E-4,0.008820369235300789
-1.5749992117635603,-2.7279804770093494,-0.003823400804545666,-0.0012950220216382585,0.008099485947099003
-2.340905258386633,-2.107762456079386,-0.004563860706766155,0.0031974179873443917,0.010767808298071661
-2.492624992285481,-2.4245275662026375,-0.004347915653631701,0.002982123889285473,0.010099657336997789
-2.548402701094662,-1.8515246887507124,-0.003993183297601001,0.004279308906279969,0.011042620000813179
-2.7161714814914064,-2.1606201550233126,-0.004039185158125625,0.003978026707373211,0.010376712938076096
-1.6083976734274956,-3.0831767268374835,-0.003196689058523009,-9.867854449136842E-4,0.007765492268472069
-1.2812198932176373,-2.877668428645556,-0.0027762429359696043,-0.0026028339998451786,0.006476807406753129
-1.2961565289660804,-3.238329228655247,-0.00222347304697714,-0.002010288630733775,0.006472097691105191
-0.973402992434872,-2.9958282017363462,-0.0016210356446772023,-0.003256956464761084,0.004661524726382057
-2.727979264962387,-1.5750013110900167,-0.0031603563236294323,0.004995440445259257,0.011090940905955778
-2.9718638403018196,-1.863349077308167,-0.0033759522761068104,0.004800535813710263,0.010394730861412781
-0.9528320015164238,-3.37426476085538,-0.0011224722940441246,-0.002528792194237342,0.0049438843713139995
-0.6549214329935253,-3.0811650258637076,-7.181398180677801E-4,-0.0029500935820299615,0.0030719646652135556
-0.5587363689329728,-3.4382230632738673,-2.4061843041916757E-4,-0.0021776085379931224,0.0034209581383508754
-0.32926454573125724,-3.1327439823458896,-3.327807601476171E-4,-0.0017632101581309808,0.0021550264594377847
-2.877667442679066,-1.2812221077334405,-0.0021863305268757997,0.0053215605281835485,0.010957083903485945
-3.112678773829486,-1.5648716180036215,-0.0026909400933597676,0.005191647242231203,0.010358741561712516
-2.9958274526516306,-0.9734052978789647,-0.001199053638637478,0.005256690503178833,0.010695890934922033
-3.2514667809656834,-1.2421228976028897,-0.0018867506544048016,0.005282537284665062,0.010155869291187647
-0.21574082915152126,-3.4777090749589314,3.985356904097774E-5,-0.0010318184039266843,0.00273840933523545
0,-3.1500000000000004,-4.621613489256048E-4,-9.899961610753441E-5,0.002033986454567618
0.11920772956789914,-3.487807749526571,-1.4074590717747597E-4,4.933335772360816E-4,0.002752506174047631
0.32926325552995345,-3.1327441179511957,-9.90121866681446E-4,0.0017140960434853224,0.002611762060388533
-3.081164161115711,-0.6549255013023391,-3.069038098676299E-4,0.004838841037960515,0.010362481008533321
-3.31957303739128,-0.8876144681684777,-0.001050503295917423,0.005037347155275548,0.009938234836487333
-3.1327441179511957,-0.32926325552995345,3.8141969830270155E-4,0.004135030393780259,0.010022784528093779
-3.396884235077169,-0.5115840466499765,-3.2505475407420566E-4,0.004414888066118665,0.009569728912979072
0.4910724078231188,-3.4570913979304367,-7.723841355729845E-4,0.002336132353668227,0.0034805095681758
0.6549255013023391,-3.081164161115711,-0.0018008260055949893,0.003484200621177401,0.0037514009416044665
-3.1500000000000004,0,7.825475188611579E-4,0.0032631878178841418,0.00974988149522108
-3.446808604606955,-0.18257254209225487,6.871773975311193E-5,0.003670395761686906,0.009247641715224813
0.8649955952250895,-3.4002520115063604,-0.0017162025658320626,0.004099435635070193,0.0048688173177145674
0.9734052978789647,-2.9958274526516306,-0.0028037325399801424,0.00507092243852092,0.005345765961382517
-3.1327439823458896,0.32926454573125724,8.226100349858727E-4,0.0023535056886449064,0.009620040787537986
-3.4388571737462614,0.17386380610801885,2.6713517883992637E-4,0.0027903473859960536,0.009058185501603342
1.2157412774494314,-3.2576352038418395,-0.0029120592487271117,0.0055921323909603705,0.006682979757720614
1.2812221077334405,-2.877667442679066,-0.0039141901638164054,0.0063449737584104,0.007308438130171024
-3.0811650258637076,0.6549214329935253,4.541158834805235E-4,0.0015656077126854574,0.009704395788744331
-3.388900298253635,0.5647504757777024,1.1419508199505414E-4,0.0018764316114631937,0.009048225954557789
1.5506765863267076,-3.1096720081060463,-0.004097339605144802,0.006583803198874114,0.00881727669562606
1.5750013110900167,-2.727979264962387,-0.005003135643119756,0.007129186972399344,0.009515427137338332
-2.9958282017363462,0.973402992434872,-3.1131250166054E-4,0.0010821110240885128,0.010050262580143783
-3.3448814423524116,0.9400112778034885,-4.6403266745739395E-4,0.001257027301786799,0.009203321586985719
1.8757551035363627,-2.9236696300115477,-0.005138756692452096,0.006879346449914524,0.01106815055263185
1.8515246887507124,-2.548402701094662,-0.00585742592661172,0.007195106751103478,0.01171789041962643
-2.877668428645556,1.2812198932176373,-0.001421175507388935,0.0010724561202362403,0.010660774675234514
-3.224448847269306,1.2905052877836014,-0.0012555788029599286,0.0010203210091455197,0.009687739578742876
2.1513032244169126,-2.713295631721092,-0.005698754170171936,0.006366960944826308,0.012824884524137626
2.107762456079386,-2.340905258386633,-0.006183214838177812,0.0063801126938953755,0.013498412416031932
-2.7279804770093494,1.5749992117635603,-0.0027678427129512067,0.001656569413183565,0.011445984742316624
-3.0900261726213816,1.592592544454549,-0.0021568196000201455,0.0012058865924744224,0.010296720026427111
2.41800461845761,-2.4805469213433353,-0.005639528351871258,0.0051400024025101305,0.013924727913501064
2.3409068804206794,-2.1077606546283008,-0.00577460023047563,0.004863199042985372,0.01444225199100875
-2.548404125937842,1.8515227276225859,-0.004184941765251331,0.002883218514339496,0.012178813810034939
-2.885354221823284,1.9189736658068972,-0.003365233265729628,0.001989234458825523,0.011151476775683884
2.667680139750174,-2.216447262414296,-0.004960899366779014,0.00362123334058553,0.014168625205233286
2.548404125937842,-1.8515227276225859,-0.004721339966970129,0.0032001832949187015,0.014479911576719398
-2.3409068804206794,2.1077606546283008,-0.005369974876610502,0.004540021917048905,0.01247218264262046
-2.6798156853886033,2.2113285932850775,-0.004469015111533675,0.003238675891404645,0.011784548580259152
2.892135344146482,-1.9152935802345996,-0.0039031378128079465,0.0023460989210015632,0.013768895997356777
2.7279804770093494,-1.5749992117635603,-0.0033596377362535485,0.001961509159760366,0.013952210405948745
-2.107762456079386,2.340905258386633,-0.006004683209274916,0.006125239399521069,0.011988843867723387
-2.435958650306709,2.481691580883137,-0.00533515856586304,0.004810177361331353,0.01197022625729733
3.0846484874407487,-1.6017096753420033,-0.0028023602505700897,0.0016475563226922027,0.013130469568045281
2.877668428645556,-1.2812198932176373,-0.002005362383606437,0.0013708885704818612,0.013283112978732645
-1.8515246887507124,2.548402701094662,-0.005967455817710771,0.007108187236026461,0.010739973190490438
